93019		1		1		0.000006			28			28
93019		2		2		0.000002			57			58
93019		3		6		0.000002			62			97
93019		4		24		0.000001			101			168
93019		5		120		0.000003			118			194
93019		6		720		0.000011			118			236
93019		7		5040		0.000146			149			317
93019		8		40320		0.000678			162			341
93019		9		362880		0.007002			184			396
93019		10		3628800		0.067671			179			450
93019		11		39916800		0.603134			213			507
93019		12		479001600		8.061120			189			553
93019		13		6227020800		102.411043			224			632
93019		14		87178291200		1457.675133			234			660
