93019		1		2		0.000009			28			28
93019		2		8		0.000001			58			57
93019		3		18		0.000002			62			94
93019		4		32		0.000004			101			167
93019		5		50		0.000002			126			193
93019		6		72		0.000005			142			234
93019		7		98		0.000002			182			296
93019		8		128		0.000002			183			296
93019		9		162		0.000003			217			391
93019		10		200		0.000002			230			422
93019		11		242		0.000003			220			444
93019		12		288		0.000002			221			549
93019		13		338		0.000005			262			605
93019		14		392		0.000003			263			604
93019		15		450		0.000005			240			641
93019		16		512		0.000003			262			706
93019		17		578		0.000004			327			722
93019		18		648		0.000004			328			840
93019		19		722		0.000004			335			895
93019		20		800		0.000004			357			888
93019		21		882		0.000004			341			988
93019		22		968		0.000004			399			1007
93019		23		1058		0.000005			370			1014
93019		24		1152		0.000005			406			1091
93019		25		1250		0.000005			494			1172
93019		26		1352		0.000006			426			1182
93019		27		1458		0.000006			400			1244
93019		28		1568		0.000005			463			1267
93019		29		1682		0.000014			465			1391
93019		30		1800		0.000005			447			1440
93019		31		1922		0.000007			437			1461
93019		32		2048		0.000008			545			1480
