91153		1		2		0.000005			29			29
91153		2		4		0.000002			52			81
91153		3		9		0.000002			64			111
91153		4		22		0.000003			84			141
91153		5		45		0.000005			136			227
91153		6		246		0.000032			116			234
91153		7		834		0.000108			161			283
91153		8		714		0.000315			156			327
91153		9		1196		0.000954			162			370
91153		10		757		0.001792			198			451
91153		11		1605		0.014838			227			507
91153		12		2132		0.028547			224			563
91153		13		2488		0.056462			213			631
91153		14		9803		0.654183			251			694
91153		15		34538		23.985520			253			685
91153		16		49437		12.175972			250			736
91153		17		87473		236.818659			257			796
