91153		1		1		0.000009			29			29
91153		2		2		0.000002			52			81
91153		3		6		0.000003			64			111
91153		4		24		0.000002			84			141
91153		5		120		0.000005			136			227
91153		6		720		0.000029			116			234
91153		7		5040		0.000142			161			283
91153		8		40320		0.000715			156			327
91153		9		362880		0.005546			162			370
91153		10		3628800		0.054910			198			451
91153		11		39916800		0.591208			227			507
91153		12		479001600		8.191298			224			563
91153		13		6227020800		99.379189			213			631
91153		14		87178291200		1443.274383			251			694
